fid;Provincie;Gemeente;GMcode;RESregio;REScode;BronNaam;TypeBron;bron_temp;MWth;corrfactor;status;Source;X;Y;wkt;MWth_max;bron_vol;bron_cap;T_bron
7627;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1083;GemaalWarmte;;0.0;;Optie B;LT;80252;441900;POINT(80252 441900);0.0;0.7;0.3;30
7628;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1010;GemaalWarmte;;0.0;;Optie B;LT;80952;447500;POINT(80952 447500);0.0;0.7;0.3;30
7629;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1071;GemaalWarmte;;0.0;;Optie B;LT;81052;443100;POINT(81052 443100);0.0;0.7;0.3;30
7630;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1017;GemaalWarmte;;0.0;;Optie B;LT;81252;447000;POINT(81252 447000);0.0;0.7;0.3;30
7631;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;Bakkerij Holtkamp Schipluiden BV;Bakkerij;;0.11;;Optie B;LT;81323;447292;POINT(81323 447292);0.11;0.7;0.3;30
7632;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1091;GemaalWarmte;;0.0;;Optie B;LT;81452;441100;POINT(81452 441100);0.0;0.7;0.3;30
7633;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1014;GemaalWarmte;;0.0;;Optie B;LT;81452;447200;POINT(81452 447200);0.0;0.7;0.3;30
7634;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;Buckers Retail VOF;Supermarkt;;0.12;;Optie B;LT;81491;443640;POINT(81491 443640);0.12;0.7;0.3;30
7635;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1059;GemaalWarmte;;0.0;;Optie B;LT;81552;444100;POINT(81552 444100);0.0;0.7;0.3;30
7636;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1048;GemaalWarmte;;0.0;;Optie B;LT;81652;444600;POINT(81652 444600);0.0;0.7;0.3;30
7637;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1095;GemaalWarmte;;0.0;;Optie B;LT;81752;440400;POINT(81752 440400);0.0;0.7;0.3;30
7638;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;VOF Plus Tetteroo;Supermarkt;;0.06;;Optie B;LT;82140;446290;POINT(82140 446290);0.06;0.7;0.3;30
7639;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;Plus Van Leeuwen BV;Supermarkt;;0.06;;Optie B;LT;82429;446375;POINT(82429 446375);0.06;0.7;0.3;30
7640;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1076;GemaalWarmte;;0.0;;Optie B;LT;84452;442500;POINT(84452 442500);0.0;0.7;0.3;30
7641;Zuid-Holla;Midden-Delfland;GM1842;Rotterdam/;ES23;W_Gemaal_1074;GemaalWarmte;;0.0;;Optie B;LT;86552;442600;POINT(86552 442600);0.0;0.7;0.3;30
7642;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_853;GemaalWarmte;;0.0;;Optie B;LT;98352;467300;POINT(98352 467300);0.0;0.7;0.3;30
7643;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Handelskwekerij Caucausia;Glastuinbouw;;0.0;;Optie B;LT;98478;464765;POINT(98478 464765);0.0;0.7;0.3;30
7644;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_869;GemaalWarmte;;0.0;;Optie B;LT;98552;464800;POINT(98552 464800);0.0;0.7;0.3;30
7645;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Borst de Wit VOF;Glastuinbouw;;0.0;;Optie B;LT;99493;467958;POINT(99493 467958);0.0;0.7;0.3;30
7646;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_862;GemaalWarmte;;0.0;;Optie B;LT;100052;465500;POINT(100052 465500);0.0;0.7;0.3;30
7647;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;V O F  A A M  Oudshoorn;Glastuinbouw;;0.0;;Optie B;LT;100122;467849;POINT(100122 467849);0.0;0.7;0.3;30
7648;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_848;GemaalWarmte;;0.0;;Optie B;LT;100152;468200;POINT(100152 468200);0.0;0.7;0.3;30
7649;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Bloemenkwekerij Van Zeil;Glastuinbouw;;0.0;;Optie B;LT;100503;465887;POINT(100503 465887);0.0;0.7;0.3;30
7650;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_870;GemaalWarmte;;0.0;;Optie B;LT;100552;464800;POINT(100552 464800);0.0;0.7;0.3;30
7651;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;H  van Ruiten   Zn BV;Voedingsmiddelen_dranken_tabak;;0.24;;Optie B;LT;101928;467615;POINT(101928 467615);0.24;0.7;0.3;30
7652;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Hans van der Meer Potplanten;Glastuinbouw;;0.0;;Optie B;LT;101975;469131;POINT(101975 469131);0.0;0.7;0.3;30
7653;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;F M  Hoogenboom Alstroemeria B V;Glastuinbouw;;0.0;;Optie B;LT;102009;468810;POINT(102009 468810);0.0;0.7;0.3;30
7654;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  Bakker;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7655;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  Baars;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7656;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  J W M  de Jong   Zn;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7657;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Firma G C  Huigsloot en Zonen;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7658;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Firma Gebroeders van Klink;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7659;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Gebr  van der Meer;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7660;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Hoogenboom Alstroemeria B V;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7661;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;J J P  van der Meer;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7662;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kerkvliet   van der Hulst;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7663;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij AG;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7664;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij Marco Glasbergen;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7665;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;MTS  v d  Meer Weststeijn;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7666;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;N  van Zwieten;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7667;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;P N  van der Meer BV;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7668;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Potplantenkwekerij Turk V O F;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7669;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Springflora VOF;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7670;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Th  Akerboom Freesia C V;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7671;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;V O F  A P  van der Veer;Glastuinbouw;;0.0;;Optie B;LT;102041;467343;POINT(102041 467343);0.0;0.7;0.3;30
7672;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Elstgeest Potplanten;Glastuinbouw;;0.0;;Optie B;LT;102116;469332;POINT(102116 469332);0.0;0.7;0.3;30
7673;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Conservenfabriek B  Volwater en Zonen BV;Voedingsmiddelen_dranken_tabak;;0.24;;Optie B;LT;102179;467768;POINT(102179 467768);0.24;0.7;0.3;30
7674;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Holland Special Foods NV;voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;102179;467772;POINT(102179 467772);24.0;0.7;0.3;30
7675;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Slagerij Van der Meer CV;Voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;102198;467868;POINT(102198 467868);24.0;0.7;0.3;30
7676;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Onbekend slachthuis 306;Slachthuis;;3.0;;Optie B;LT;102198;467871;POINT(102198 467871);3.0;0.7;0.3;30
7677;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  N  Trapman;voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);24.0;0.7;0.3;30
7678;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Akerboom Freesia Productie B V;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7679;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Firma Bosdijk;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7680;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Gebroeders Van Ruiten B V;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7681;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  T  De Mooij   Zn;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7682;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;P H  Van der Nagel en Zn;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7683;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;C  Steenvoorden BV;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7684;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;v o f  N J S  Janson;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7685;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;J  en R Alkemade;Glastuinbouw;;0.0;;Optie B;LT;102283;468994;POINT(102283 468994);0.0;0.7;0.3;30
7686;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;A W  Kuipers;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7687;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Bouvardiakwekerij De Jong;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7688;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;C N  van Beek;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7689;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dutch Seasons;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7690;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;E Y  Osorio;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7691;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Eko Logisch;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7692;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  C  van der Zwet en Zn;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7693;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  C P  van Hameren;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7694;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  J W M  de Jong   Zn  nevenlocatie;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7695;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  L P  Hoogervorst en Zonen;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7696;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  Th  en M  Hoogenboom;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7697;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  Th  van der Meer en zn;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7698;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  Th C  Hoogenboom en Zn  B V;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7699;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Firma Klein;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7700;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Firma M A  Hoogenboom;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7701;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Firma Ruud Klein Bloemenkwekerij;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7702;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Gebr  van Ruiten;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7703;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;J  Oudshoorn;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7704;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kerkvliet Pijnaker VOF;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7705;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij Kuiper;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7706;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Maatschap C J  Gijzenberg;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7707;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Maatschap E  Bakker;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7708;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Meerplant;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7709;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;R F M  Hoogeveen;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7710;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;RT van der Zwet;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7711;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Van Ruiten;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7712;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Vof Turk Meijer;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7713;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Wesselman Flowers B V;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7714;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Willem  Kuipers B V;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7715;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;A M  Pieterse;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7716;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  I C  Baas;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7717;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  R C  van Vos;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7718;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  Van de Klein;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7719;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  W A M  Wendel;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7720;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Dhr  W J  van der Zwet;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7721;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Hoogendoorn Stephanotis VOF;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7722;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij De Kleijne Tol;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7723;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij Fam  Olsthoorn;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7724;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Maatschap Van der Zwet   Vork;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7725;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Mts  A  en W  van Rossum;Glastuinbouw;;0.0;;Optie B;LT;102618;468067;POINT(102618 468067);0.0;0.7;0.3;30
7726;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Kwekerij Johan Oudshoorn B V;Glastuinbouw;;0.0;;Optie B;LT;102642;469630;POINT(102642 469630);0.0;0.7;0.3;30
7727;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Hans Pietersen Anthuriums;Glastuinbouw;;0.0;;Optie B;LT;102642;469630;POINT(102642 469630);0.0;0.7;0.3;30
7728;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Isoveen;voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;102695;468720;POINT(102695 468720);24.0;0.7;0.3;30
7729;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_864;GemaalWarmte;;0.0;;Optie B;LT;102752;465400;POINT(102752 465400);0.0;0.7;0.3;30
7730;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Nolina Kwekerijen B V;Glastuinbouw;;0.0;;Optie B;LT;102838;464871;POINT(102838 464871);0.0;0.7;0.3;30
7731;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;VDE Plant;Glastuinbouw;;0.0;;Optie B;LT;102838;464871;POINT(102838 464871);0.0;0.7;0.3;30
7732;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Bomvol BV;Voedingsmiddelen_dranken_tabak;;0.24;;Optie B;LT;102957;468717;POINT(102957 468717);0.24;0.7;0.3;30
7733;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;N W  van Ruiten B V;voedingsmiddelen_dranken_tabak;;0.0;;Optie B;LT;102958;468722;POINT(102958 468722);24.0;0.7;0.3;30
7734;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;K  de Redelijkheid Mts;Glastuinbouw;;0.0;;Optie B;LT;103026;464645;POINT(103026 464645);0.0;0.7;0.3;30
7735;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Nolina Potplantenkwekerij B V;Glastuinbouw;;0.0;;Optie B;LT;103026;464645;POINT(103026 464645);0.0;0.7;0.3;30
7736;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Potplantenkwekerij Van der Does;Glastuinbouw;;0.0;;Optie B;LT;103026;464645;POINT(103026 464645);0.0;0.7;0.3;30
7737;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Van der Does V O F;Glastuinbouw;;0.0;;Optie B;LT;103026;464645;POINT(103026 464645);0.0;0.7;0.3;30
7738;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Bakker Ra  Veen;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7739;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;E A M  Klein;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7740;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  Th  van der Meer en zn;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7741;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Gebr  Van Ruiten;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7742;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;J N A  van Dongen;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7743;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Maatschap J C  de Jong en C W  de Jong van Wetten;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7744;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Winterflora B V;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7745;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Winterflora B V;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7746;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Winterflora B V;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7747;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Winterflora B V;Glastuinbouw;;0.0;;Optie B;LT;103137;466892;POINT(103137 466892);0.0;0.7;0.3;30
7748;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Akerboom Freesia C V;Glastuinbouw;;0.0;;Optie B;LT;103259;469498;POINT(103259 469498);0.0;0.7;0.3;30
7749;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;H  Buskermolen;Glastuinbouw;;0.0;;Optie B;LT;103259;469498;POINT(103259 469498);0.0;0.7;0.3;30
7750;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;N G M  Kleijn;Glastuinbouw;;0.0;;Optie B;LT;103259;469498;POINT(103259 469498);0.0;0.7;0.3;30
7751;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Tuinbouwbedrijf Jong;Glastuinbouw;;0.0;;Optie B;LT;103259;469498;POINT(103259 469498);0.0;0.7;0.3;30
7752;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Wesselman Flowers;Glastuinbouw;;0.0;;Optie B;LT;103259;469498;POINT(103259 469498);0.0;0.7;0.3;30
7753;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Wesselman Flowers Sotaweg bv;Glastuinbouw;;0.0;;Optie B;LT;103259;469498;POINT(103259 469498);0.0;0.7;0.3;30
7754;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;N J M  Kerkvliet B V;Glastuinbouw;;0.0;;Optie B;LT;103289;466284;POINT(103289 466284);0.0;0.7;0.3;30
7755;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;V D S  Roelofarendsveen BV;Supermarkt;;0.6;;Optie B;LT;103434;468422;POINT(103434 468422);0.6;0.7;0.3;30
7756;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;W_Gemaal_838;GemaalWarmte;;0.0;;Optie B;LT;103452;470000;POINT(103452 470000);0.0;0.7;0.3;30
7757;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;La Pura Vida;Glastuinbouw;;0.0;;Optie B;LT;103643;464380;POINT(103643 464380);0.0;0.7;0.3;30
7758;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;A J J  van der Zwet;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
7759;Zuid-Holla;Kaag en Braassem;GM1884;Holland Ri;ES21;Fa  Gebr  Rob en Rick Huigsloot;Glastuinbouw;;0.0;;Optie B;LT;103713;469936;POINT(103713 469936);0.0;0.7;0.3;30
